priority,action_type,module_name,variable_name,recommended_action,reason,code_files,brief_files,notes
P1,implemented_not_briefed,p-and-l,hired_equipment_cost,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,label,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,materials_cost,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,model_total_costs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,net_profit,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,output_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useProfitAndLoss.js | lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,pnl_interest_marked_asset_finance_total,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js | lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,pnl_interest_total,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,pnl_output,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\model-readiness\ModelReadinessAuditPanel.jsx,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,pnl_output_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useAssets.js | hooks\useGeneralOverheads.js | hooks\useRevenueCogs.js | lib\reconciliation\moduleReconciliation.js | lib\reconciliation\reconciliationRules.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,pnl_sync_signature,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,profit_and_loss,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,profit_and_loss_ready,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,,implemented_contract_not_documented_in_brief | readiness_field
P1,implemented_not_briefed,p-and-l,profit_and_loss_state,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js | hooks\useProfitAndLoss.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,reconciliation,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,state,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useProfitAndLoss.js | lib\storage\profitAndLossProfileStorage.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,subcontract_cost,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,summary,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,tone,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\p-and-l\ProfitAndLossProgressPanel.jsx | lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_assigned_business_costs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_business_costs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_cogs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_cost_of_sales,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_direct_costs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_model_costs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_operating_expenses,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_pnl_costs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_revenue,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,total_trading_income,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,unassigned_balance,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,unassigned_details,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\p-and-l\ProfitAndLossMainCard.jsx | lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,unreviewed_interest_count,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,unreviewed_interest_total,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,value,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,variance,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,warn,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\p-and-l\ProfitAndLossStatusStrip.jsx | lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,p-and-l,warnings,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,rate-builder,group_rows,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\rate-builder\RateBuilderLineCalculator.jsx,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,rate-builder,operational_group_cost_rows,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\rate-builder\RateBuilderLineCalculator.jsx,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,rate-builder,output_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\rate-builder\RateBuilderLineCalculator.jsx,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,recovery-summary,output_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRecoverySummary.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,recovery-summary,recovery_summary,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,app\recovery-outcome\page.jsx | lib\calculations\recoveryOutcomeCalculations.js | lib\recovery\recoveryRiskWarningSystem.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,recovery-summary,recovery_summary_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,app\recovery-outcome\page.jsx,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,business_setup,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,business_type,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,calculations,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,cost_of_sales_lines,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,direct_cost_categories,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,direct_cost_category_totals,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\business-summary\BusinessSummaryHierarchyBuilder.js | hooks\useBusinessSummary.js | hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,labour_based,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,output_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,resolved_commercial_driver_mode,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js | lib\calculations\revenueCogsCalculations.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,revenue_cogs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,revenue_cogs_output_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useBusinessSummary.js | hooks\useRevenueReality.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,revenue_cogs_outputs,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRecoverySummary.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-cogs,revenue_cogs_state,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-reality,business_setup,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-reality,business_type,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-reality,calculations,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-reality,is_product_based,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js,,implemented_contract_not_documented_in_brief | readiness_field
P1,implemented_not_briefed,revenue-reality,output_contract,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js,,implemented_contract_not_documented_in_brief
P1,implemented_not_briefed,revenue-reality,total_revenue,add_to_v5_module_brief,Implemented output contract exists in code but is not documented in v5.0 brief.,components\revenue-reality\RevenueRealityStatusStrip.jsx | hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js,,implemented_contract_not_documented_in_brief
P1,unknown_owner,unknown,annual_income,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,annual_perfect_text,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,annual_real_text,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,cost_pct,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,cost_value,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,crew_days,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,direct_cost,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,equivalent_rate,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,equivalent_rate_text,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,equivalent_rate_value,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,fill_percent,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,format_currency,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,format_hours,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,format_rate,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,headline_rate_pct,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,headline_rate_text,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,headline_rate_value,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,hours_per_person,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,implied_cost_per_person_per_hour,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,insight_text,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\calculations\quickStartCalculations.js | lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,label,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,lost_rate_pct,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,m2_rate,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,mode_key,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,non_working_hours,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,paid_hours_per_year,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,perfect_world_income,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,perfectly,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,primary_label,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,components\quick-start\QuickStartStatusStrip.jsx | lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,primary_value,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,quick_start_state,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,hooks\useQuickStart.js | lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,rate_drop_amount,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,realistically,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,remaining_pct,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,remaining_value,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,sub_label,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,team_rate_per_hour,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,total_days,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,total_job_price,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,total_job_value,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,update_quick_start_field,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,hooks\useQuickStart.js | lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,value,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,weekly_buffer,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P1,unknown_owner,unknown,working_hours,assign_owner_or_mark_shared_internal,Code output exists but module ownership is unknown.,lib\selectors\quickStartSelectors.js,,code_contract_owner_needs_review | unknown_owner
P2,briefed_not_implemented,assets,adjusted_general_overheads_benchmark,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,05_MIRRA_GENERAL_OVERHEADS_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,allocation_reconciliation_checks,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_finance_interest_annual,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_finance_interest_excluded,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,05_MIRRA_GENERAL_OVERHEADS_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_finance_interest_excluded_amount,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,05_MIRRA_GENERAL_OVERHEADS_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_group_assignments,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_import_handoff,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,29_MIRRA_INTEGRATIONS_API_LAYER_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_pool_guardrail_status,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code | status_field
P2,briefed_not_implemented,assets,asset_pool_guardrails,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_reality_context,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,14_MIRRA_BUSINESS_SUMMARY_v4.0_LOCKED.txt | 17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt | 18_MIRRA_RECOVERY_SUMMARY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_reality_model_trust_state,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,14_MIRRA_BUSINESS_SUMMARY_v4.0_LOCKED.txt | 16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code | trust_state_field
P2,briefed_not_implemented,assets,asset_reality_ready,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code | readiness_field
P2,briefed_not_implemented,assets,asset_reality_source_trace,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_reality_status,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,14_MIRRA_BUSINESS_SUMMARY_v4.0_LOCKED.txt | 16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code | status_field
P2,briefed_not_implemented,assets,asset_reality_warning_count,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_reality_warnings,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code | warnings_field
P2,briefed_not_implemented,assets,asset_recovery_pressure_summary,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,14_MIRRA_BUSINESS_SUMMARY_v4.0_LOCKED.txt | 16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_recovery_rate_status,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code | status_field
P2,briefed_not_implemented,assets,asset_rows,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_running_cost_transfer_context,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_running_cost_transfers,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,asset_underutilisation_flags,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code
P2,briefed_not_implemented,assets,assets_model_trust_state,check_alias_or_backlog,"Briefed field is not exposed by code; may be missing, renamed, or future within current module.",,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,intended_contract_not_currently_exposed_by_code | trust_state_field
